category,amt,city,state,lat,long,city_pop,merch_lat,merch_long,age,transaction_hour,transaction_day_of_month,transaction_month,transaction_year,transaction_day_of_week,profession_group,fraud_category_merchant,is_fraud
misc_net,51.43,June Lake,California,37.7773,-119.0825,633,37.338928,-118.638409,92,1,21,1,2019,0,Ejecutivos,5,0
shopping_net,107.23,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.914984,-108.254526,44,2,30,12,2020,2,Other,4,0
gas_transport,56.23,Ruidoso,New Mexico,33.3305,-105.6933,8874,34.043937,-106.192065,19,11,21,1,2019,0,Other,4,0
shopping_pos,3.24,Fullerton,Nebraska,41.366,-98.0054,1749,42.215418,-98.150944,47,23,25,12,2020,4,Other,4,0
home,5.15,Fields Landing,California,40.7268,-124.2174,276,39.786049,-123.809815,91,21,24,12,2020,3,Ingeniería y Técnicos,2,0
health_fitness,4.89,Phoenix,Arizona,33.8155,-112.1202,1312922,33.39025,-112.034968,20,17,13,1,2019,6,Salud,2,0
home,64.45,Westerville,Nebraska,41.4193,-99.3844,73,42.202908,-99.938214,84,21,20,1,2019,6,Arte,3,0
personal_care,108.16,Tomales,California,38.2427,-122.9145,337,39.141943,-123.814582,66,23,31,12,2020,3,Salud,2,0
food_dining,17.92,Port Costa,California,38.046,-122.1866,198,38.353328,-122.302452,61,12,29,12,2020,1,Ejecutivos,0,0
misc_net,4.43,Sutherland,Nebraska,41.1558,-101.136,1789,40.559478,-100.846616,38,1,26,12,2020,5,Other,4,0
misc_net,10.96,Moriarty,New Mexico,34.9889,-106.0609,7268,35.430223,-105.793238,31,10,1,1,2019,1,Salud,4,0
personal_care,66.19,Hatch,Utah,37.7175,-112.4777,258,37.146407,-112.783211,58,18,13,1,2019,6,Ingeniería y Técnicos,0,0
grocery_pos,96.29,Grenada,California,41.6125,-122.5258,589,41.65752,-122.230347,74,0,1,1,2019,1,Other,5,0
home,10.35,Conway,Washington,48.34,-122.3456,85,48.130415,-121.976994,36,17,27,12,2020,6,Ejecutivos,0,0
kids_pets,17.56,Indian Wells,California,33.7163,-116.3381,4677,34.103429,-117.016707,64,22,17,1,2019,3,Other,3,0
shopping_net,92.81,Fiddletown,California,38.5234,-120.6763,832,39.122207,-121.039054,32,6,4,1,2019,4,Ejecutivos,4,0
home,202.93,Luray,Missouri,40.4931,-91.8912,519,41.0519,-92.252952,54,15,28,12,2020,0,Other,0,0
shopping_pos,3.08,Roseland,Nebraska,40.4591,-98.5551,463,40.677487,-99.076534,72,6,31,12,2020,3,Salud,4,0
shopping_net,8.11,Red River,New Mexico,36.6659,-105.4694,606,37.184733,-105.218084,31,23,1,1,2019,1,Other,5,0
food_dining,59.21,Cascade Locks,Oregon,45.671,-121.8686,1288,45.845767,-121.189517,84,12,25,12,2020,4,Other,0,0
grocery_pos,56.12,Newberg,Oregon,45.3099,-122.9685,28278,46.101627,-122.755438,43,6,30,12,2020,2,Ingeniería y Técnicos,5,0
food_dining,104.39,Lagrange,Wyoming,41.6423,-104.1974,635,41.532898,-104.409936,47,16,25,12,2020,4,Ingeniería y Técnicos,2,0
gas_transport,69.85,Moriarty,New Mexico,34.9889,-106.0609,7268,35.16954,-105.942697,31,8,15,1,2019,1,Salud,2,0
home,6.95,San Jose,California,37.3304,-121.7913,973849,36.647604,-120.906784,23,23,26,12,2020,5,Ingeniería y Técnicos,2,0
gas_transport,49.86,Mesa,Idaho,44.6255,-116.4493,129,44.897431,-117.275166,54,1,16,1,2019,2,Other,4,0
gas_transport,55.85,Wheaton,Missouri,36.7651,-94.0492,760,36.576424,-93.351676,34,1,15,1,2019,1,Ejecutivos,3,0
food_dining,10.3,Tomales,California,38.2427,-122.9145,337,38.049705,-123.379258,66,23,24,12,2020,3,Salud,4,0
home,18.93,Orient,Washington,48.8878,-118.2105,149,48.611307,-117.69545,42,20,29,12,2020,1,Educación,0,0
kids_pets,17.07,Laramie,Wyoming,41.4247,-105.4781,35371,40.955581,-105.118271,32,14,27,12,2020,6,Other,2,0
travel,3.43,Mesa,Idaho,44.6255,-116.4493,129,45.544782,-117.266607,54,22,16,1,2019,2,Other,3,0
food_dining,3.83,Manley,Nebraska,40.9207,-96.168,206,41.147189,-96.98377,52,22,13,1,2019,6,Ejecutivos,0,0
kids_pets,31.44,Sun City,California,33.7467,-117.1721,54287,33.678564,-117.834084,48,22,28,12,2020,0,Arte,3,0
misc_net,9.89,Howells,Nebraska,41.6964,-96.9858,1063,42.390262,-97.473721,92,7,28,12,2020,0,Ingeniería y Técnicos,4,0
shopping_pos,18.33,Littleton,Colorado,39.5994,-105.0044,320420,39.89301,-105.45456,45,18,31,12,2020,3,Ingeniería y Técnicos,0,0
kids_pets,77.17,Red River,New Mexico,36.6659,-105.4694,606,36.216534,-106.28973,32,12,25,12,2020,4,Other,2,0
shopping_pos,2.01,June Lake,California,37.7773,-119.0825,633,38.661642,-119.412228,92,1,11,1,2019,4,Ejecutivos,3,0
kids_pets,69.42,June Lake,California,37.7773,-119.0825,633,37.41099,-119.705746,93,19,25,12,2020,4,Ejecutivos,0,0
personal_care,10.97,Fullerton,Nebraska,41.366,-98.0054,1749,41.872435,-97.367699,47,23,25,12,2020,4,Other,0,0
personal_care,28.35,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.581214,-108.776638,34,12,27,12,2020,6,Ejecutivos,0,0
health_fitness,62.57,Kirk,Colorado,39.6171,-102.4776,207,39.259738,-103.167371,65,14,27,12,2020,6,Ingeniería y Técnicos,2,0
home,59.79,San Jose,California,37.3304,-121.7913,973849,37.75679,-121.623407,64,23,2,1,2019,2,Arte,2,0
grocery_net,67.26,Riverton,Wyoming,43.0351,-108.2024,19408,42.554741,-107.49675,26,5,16,1,2019,2,Educación,2,0
grocery_pos,79.33,Red River,New Mexico,36.6659,-105.4694,606,37.44535,-104.900897,31,0,21,1,2019,0,Other,5,0
personal_care,8.0,Matthews,Missouri,36.7154,-89.6287,1019,36.98024,-89.069913,40,17,4,1,2019,4,Ingeniería y Técnicos,2,0
food_dining,8.34,Utica,Missouri,39.7417,-93.6289,271,40.311953,-93.870585,48,22,26,12,2020,5,Other,2,0
grocery_pos,41.49,Arnold,Missouri,38.4305,-90.387,35439,38.726672,-91.290687,34,4,11,1,2019,4,Other,5,0
kids_pets,56.06,Albuquerque,New Mexico,35.1506,-106.569,641349,35.520617,-105.651444,43,20,3,1,2019,3,Administradores,2,0
kids_pets,202.96,Lakeport,California,39.047,-122.9328,11256,39.259622,-123.903864,47,16,17,1,2019,3,Other,3,0
shopping_pos,6.08,Jelm,Wyoming,41.0539,-106.0763,100,40.055588,-106.106467,45,18,15,1,2019,1,Other,5,0
misc_pos,9.09,Albuquerque,New Mexico,35.0561,-106.5506,641349,34.268921,-107.410555,53,1,27,12,2020,6,Ejecutivos,0,0
entertainment,20.28,Kirtland Afb,New Mexico,35.0203,-106.5503,310,35.964034,-107.134359,41,18,12,1,2019,5,Other,4,0
kids_pets,49.82,Superior,Arizona,33.2887,-111.0985,2872,32.553727,-110.263759,32,21,1,1,2019,1,Ingeniería y Técnicos,0,0
misc_pos,4.93,Broomfield,Colorado,39.8854,-105.1139,92337,39.251874,-104.61469,53,3,29,12,2020,1,Ingeniería y Técnicos,4,0
entertainment,57.19,Holstein,Nebraska,40.4542,-98.6538,331,39.561089,-99.215353,70,23,25,12,2020,4,Other,2,0
travel,603.23,Helm,California,36.4992,-120.0936,123,36.714265,-119.958241,46,18,15,1,2019,1,Educación,3,0
health_fitness,4.62,Westerville,Nebraska,41.4193,-99.3844,73,42.363593,-98.451837,85,19,28,12,2020,0,Arte,0,0
gas_transport,41.51,Freedom,Wyoming,43.0172,-111.0292,471,43.451979,-111.257155,52,7,20,1,2019,6,Ejecutivos,3,0
grocery_pos,143.98,Colton,Washington,46.5901,-117.1692,761,46.324097,-117.854992,76,5,6,1,2019,6,Ejecutivos,5,0
gas_transport,70.96,Conway,Washington,48.34,-122.3456,85,48.969664,-121.58323,35,1,6,1,2019,6,Ejecutivos,4,0
shopping_net,55.96,Kirtland Afb,New Mexico,35.0203,-106.5503,310,34.192905,-105.779389,41,13,15,1,2019,1,Other,3,0
home,35.74,San Diego,California,33.0067,-117.069,1241364,32.592603,-117.646495,60,16,27,12,2020,6,Other,0,0
gas_transport,52.91,Weeping Water,Nebraska,40.8731,-96.1528,1517,40.480379,-95.233141,68,10,21,1,2019,0,Other,2,0
misc_pos,25.53,Riverton,Wyoming,43.0351,-108.2024,19408,43.066901,-107.301908,26,20,10,1,2019,3,Educación,2,0
gas_transport,65.95,Centerview,Missouri,38.7897,-93.8702,2368,39.286738,-94.141126,30,6,11,1,2019,4,Ingeniería y Técnicos,2,0
travel,4.25,Sutherland,Nebraska,41.1558,-101.136,1789,40.845567,-101.930524,37,18,5,1,2019,5,Other,4,0
shopping_pos,7.86,Norwalk,California,33.9056,-118.0818,105549,34.843282,-117.086519,47,14,31,12,2020,3,Other,0,0
gas_transport,102.86,Campbell,Nebraska,40.2967,-98.737,493,40.88288,-99.343886,80,10,31,12,2020,3,Other,3,0
personal_care,69.13,Norwalk,California,33.9056,-118.0818,105549,33.470752,-118.421513,46,18,16,1,2019,2,Other,3,0
gas_transport,34.81,Paauilo,Hawaii,20.0271,-155.3697,1490,20.232561,-155.115656,29,6,31,12,2020,3,Ingeniería y Técnicos,4,0
grocery_pos,132.58,Manville,Wyoming,42.73,-104.7024,241,43.150161,-104.573153,39,3,7,1,2019,0,Salud,4,0
gas_transport,47.14,Mesa,Idaho,44.6255,-116.4493,129,45.252736,-117.112857,54,4,13,1,2019,6,Other,4,0
home,49.16,Honokaa,Hawaii,20.0827,-155.488,4878,20.303967,-155.086359,53,18,7,1,2019,0,Salud,0,0
entertainment,29.62,Wales,Alaska,64.7556,-165.6723,145,64.475811,-164.838168,81,16,30,12,2020,2,Administradores,0,0
food_dining,7.67,Paauilo,Hawaii,20.0271,-155.3697,1490,20.575236,-154.981084,28,12,12,1,2019,5,Ingeniería y Técnicos,3,0
food_dining,106.64,Saint Louis,Missouri,38.6171,-90.4504,927396,39.531593,-89.795383,60,17,31,12,2020,3,Other,0,0
misc_net,9.96,Wales,Alaska,64.7556,-165.6723,145,65.559294,-165.531202,80,11,9,1,2019,2,Administradores,4,0
home,51.29,Centerview,Missouri,38.7897,-93.8702,2368,39.36182,-93.390198,31,22,25,12,2020,4,Ingeniería y Técnicos,2,0
grocery_pos,114.81,Wendel,California,40.3406,-120.2824,104,40.488391,-120.184101,30,10,4,1,2019,4,Educación,5,0
food_dining,58.98,Jordan Valley,Oregon,42.8801,-117.281,641,43.408894,-116.45694,27,18,26,12,2020,5,Other,2,0
food_dining,129.3,Laramie,Wyoming,41.4247,-105.4781,35371,41.055276,-105.965553,31,14,9,1,2019,2,Other,2,0
food_dining,57.99,Dumont,Colorado,39.7532,-105.6356,565,39.156109,-105.206985,41,18,14,1,2019,0,Salud,0,0
personal_care,4.66,Cardwell,Missouri,36.0434,-90.2907,1120,35.578365,-89.79886,63,21,30,12,2020,2,Ejecutivos,3,0
home,26.82,Sutherland,Nebraska,41.1558,-101.136,1789,40.998097,-100.389208,37,15,1,1,2019,1,Other,2,0
shopping_pos,6.55,Ruidoso,New Mexico,33.3305,-105.6933,8874,32.538107,-105.996282,19,16,8,1,2019,1,Other,0,0
gas_transport,80.43,Norwalk,California,33.9056,-118.0818,105549,34.515383,-118.050574,47,1,29,12,2020,1,Other,3,0
misc_net,348.52,Littleton,Colorado,39.5994,-105.0044,320420,39.225788,-104.244625,45,3,27,12,2020,6,Ingeniería y Técnicos,5,0
kids_pets,7.52,Carlotta,California,40.507,-123.9743,1139,39.816507,-124.387767,68,22,2,1,2019,2,Salud,3,0
home,72.86,Moriarty,New Mexico,34.9889,-106.0609,7268,34.537352,-106.501422,32,15,26,12,2020,5,Salud,2,0
personal_care,149.02,Meridian,Idaho,43.6498,-116.4306,84106,43.28405,-115.541004,49,13,27,12,2020,6,Other,2,0
misc_pos,73.8,Kansas City,Missouri,38.9621,-94.5959,545147,39.195532,-93.851466,32,3,5,1,2019,5,Other,2,0
health_fitness,26.0,Tekoa,Washington,47.2271,-117.0819,895,48.051204,-117.084755,21,17,26,12,2020,5,Ingeniería y Técnicos,0,0
shopping_net,1.13,Clarksville,Missouri,39.3465,-90.9362,1146,39.116497,-91.056944,91,6,26,12,2020,5,Other,4,0
personal_care,11.12,Daly City,California,37.6787,-122.478,107941,37.025721,-122.133544,29,12,30,12,2020,2,Other,0,0
food_dining,138.85,Colton,Washington,46.5901,-117.1692,761,46.708702,-116.554389,77,22,29,12,2020,1,Ejecutivos,0,0
health_fitness,19.03,Superior,Arizona,33.2887,-111.0985,2872,34.072729,-111.081251,33,17,28,12,2020,0,Ingeniería y Técnicos,2,0
shopping_pos,8.77,Omaha,Nebraska,41.2064,-95.9953,518429,40.758303,-95.832876,24,13,13,1,2019,6,Other,3,0
misc_pos,6.93,Thompson,Utah,38.9999,-109.615,46,39.816318,-108.90975,32,23,4,1,2019,4,Other,4,0
health_fitness,20.49,Powell Butte,Oregon,44.2415,-121.0113,2016,44.171547,-121.428935,66,13,17,1,2019,3,Ejecutivos,0,0
kids_pets,27.03,Independence,Missouri,39.1412,-94.3515,123373,38.521645,-95.292398,28,22,28,12,2020,0,Ingeniería y Técnicos,0,0
health_fitness,43.6,San Diego,California,33.0067,-117.069,1241364,32.631954,-117.970064,59,23,3,1,2019,3,Other,2,0
misc_net,451.6,Centerview,Missouri,38.7897,-93.8702,2368,39.656746,-93.092383,31,9,31,12,2020,3,Ingeniería y Técnicos,5,0
travel,6.87,Utica,Missouri,39.7417,-93.6289,271,39.559136,-93.010276,47,13,16,1,2019,2,Other,3,0
shopping_net,328.67,Iliff,Colorado,40.7692,-103.0968,648,40.988561,-102.279832,51,3,29,12,2020,1,Other,5,0
food_dining,12.52,Owensville,Missouri,38.3511,-91.4867,6703,38.53569,-92.208903,21,15,5,1,2019,5,Other,2,0
kids_pets,18.18,Sixes,Oregon,42.825,-124.4409,217,43.047279,-124.519411,91,16,14,1,2019,0,Other,0,0
grocery_net,88.29,Sun City,California,33.7467,-117.1721,54287,33.583248,-117.437438,47,2,3,1,2019,3,Arte,4,0
entertainment,51.79,Tomales,California,38.2427,-122.9145,337,38.64254,-123.592359,65,16,15,1,2019,1,Salud,2,0
shopping_net,30.13,Napa,California,38.4549,-122.2564,94014,38.942454,-122.946014,34,13,19,1,2019,5,Other,4,0
misc_pos,2.19,Carlotta,California,40.507,-123.9743,1139,40.625357,-124.845283,69,9,26,12,2020,5,Salud,3,0
shopping_net,9.82,Grenada,California,41.6125,-122.5258,589,42.472127,-122.922562,75,7,27,12,2020,6,Other,4,0
health_fitness,201.39,Rock Springs,Wyoming,41.606,-109.23,27971,41.865093,-108.934423,35,20,21,1,2019,0,Salud,4,0
misc_pos,12.54,Corona,California,33.8419,-117.6043,233717,34.434794,-116.875545,53,3,6,1,2019,6,Other,4,0
grocery_pos,123.08,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,32.944808,-106.796832,53,3,26,12,2020,5,Other,5,0
entertainment,74.55,Carroll,Nebraska,42.277,-97.1926,566,41.755365,-96.441759,44,18,15,1,2019,1,Other,0,0
misc_net,4.31,Mendon,Utah,41.71,-111.9817,2078,42.679705,-111.60349,57,9,29,12,2020,1,Ingeniería y Técnicos,5,0
gas_transport,45.4,Scotts Mills,Oregon,44.9897,-122.6187,1252,44.464716,-122.250841,83,1,26,12,2020,5,Ingeniería y Técnicos,4,0
kids_pets,39.54,Colorado Springs,Colorado,38.8881,-104.6556,525713,37.975883,-104.747675,27,22,13,1,2019,6,Ejecutivos,2,0
shopping_net,51.86,Issaquah,Washington,47.4974,-122.0107,50489,47.59728,-121.229226,36,15,27,12,2020,6,Other,5,0
home,44.14,Orient,Washington,48.8878,-118.2105,149,49.634328,-117.239713,42,18,28,12,2020,0,Educación,0,0
shopping_pos,5.76,Carlotta,California,40.507,-123.9743,1139,40.497603,-123.638624,69,1,27,12,2020,6,Salud,0,0
food_dining,24.95,Hooper,Nebraska,41.6414,-96.5232,1745,41.171477,-97.16909,46,22,15,1,2019,1,Ingeniería y Técnicos,0,0
kids_pets,10.41,Orient,Washington,48.8878,-118.2105,149,48.30094,-117.709856,41,16,13,1,2019,6,Educación,2,0
grocery_pos,189.68,Phoenix,Arizona,33.5623,-112.0559,1312922,33.495688,-112.689839,39,10,29,12,2020,1,Other,5,0
entertainment,7.46,Holstein,Nebraska,40.4542,-98.6538,331,41.145296,-99.001771,70,20,28,12,2020,0,Other,3,0
travel,8.63,Sacramento,California,38.5662,-121.3286,757530,38.665459,-121.594575,41,18,30,12,2020,2,Other,0,0
home,28.77,Broomfield,Colorado,39.8854,-105.1139,92337,38.949159,-105.955902,52,21,1,1,2019,1,Ingeniería y Técnicos,3,0
entertainment,73.4,Lonetree,Wyoming,41.0552,-110.1603,49,41.459578,-110.166254,38,23,1,1,2019,1,Ingeniería y Técnicos,3,0
home,40.29,Browning,Missouri,40.029,-93.1607,602,40.229155,-93.542674,65,23,7,1,2019,0,Other,2,0
entertainment,2.97,Lakeport,California,39.047,-122.9328,11256,39.622852,-122.639029,48,14,27,12,2020,6,Other,4,0
food_dining,94.58,Claremont,California,34.1092,-117.7183,35705,34.957244,-117.936594,64,2,28,12,2020,0,Other,0,0
personal_care,54.51,Sutherland,Nebraska,41.1558,-101.136,1789,41.461037,-101.370676,38,14,29,12,2020,1,Other,2,0
food_dining,17.29,Mendon,Utah,41.71,-111.9817,2078,42.501425,-112.381109,57,16,26,12,2020,5,Ingeniería y Técnicos,0,0
grocery_pos,57.37,Oakland,California,37.7878,-122.1884,381459,38.683131,-122.05552,45,3,6,1,2019,6,Other,5,0
shopping_pos,6.96,Meridian,Idaho,43.6498,-116.4306,84106,44.51967,-115.858339,49,17,30,12,2020,2,Other,4,0
misc_pos,5.36,Red River,New Mexico,36.6659,-105.4694,606,36.476033,-105.643483,32,12,25,12,2020,4,Other,0,0
personal_care,34.1,Independence,Missouri,39.1412,-94.3515,123373,39.108696,-94.379383,27,12,17,1,2019,3,Ingeniería y Técnicos,3,0
health_fitness,11.21,Grenada,California,41.6125,-122.5258,589,41.64673,-122.075771,75,20,29,12,2020,1,Other,0,0
gas_transport,56.88,Lowell,Oregon,43.921,-122.7806,1420,43.06524,-123.386303,54,6,7,1,2019,0,Other,4,0
grocery_pos,168.32,Mesa,Idaho,44.6255,-116.4493,129,45.032946,-117.401243,54,10,7,1,2019,0,Other,4,0
health_fitness,1.49,Honokaa,Hawaii,20.0827,-155.488,4878,19.768968,-155.145093,54,15,29,12,2020,1,Salud,0,0
health_fitness,118.01,Holstein,Nebraska,40.4542,-98.6538,331,39.696326,-98.411292,69,18,4,1,2019,4,Other,4,0
food_dining,200.79,Superior,Arizona,33.2887,-111.0985,2872,32.813337,-110.653166,32,19,20,1,2019,6,Ingeniería y Técnicos,0,0
entertainment,19.98,Ballwin,Missouri,38.577,-90.5255,92608,37.620313,-90.707304,18,17,4,1,2019,4,Ingeniería y Técnicos,3,0
grocery_pos,77.49,Conway,Washington,48.34,-122.3456,85,48.646398,-121.617024,35,0,5,1,2019,5,Ejecutivos,5,0
entertainment,71.49,Helm,California,36.4992,-120.0936,123,36.33774,-121.002343,46,17,1,1,2019,1,Educación,3,0
grocery_pos,102.3,Conway,Washington,48.34,-122.3456,85,48.524427,-123.089953,35,4,21,1,2019,0,Ejecutivos,5,0
shopping_pos,8.07,Hawthorne,California,33.9143,-118.3493,93193,33.574293,-119.122198,24,23,17,1,2019,3,Other,0,0
gas_transport,64.29,Lamy,New Mexico,35.4311,-105.9409,923,35.527682,-106.376101,56,9,31,12,2020,3,Ejecutivos,2,0
kids_pets,17.07,Ruidoso,New Mexico,33.3305,-105.6933,8874,33.420803,-105.777224,19,18,20,1,2019,6,Other,2,0
home,82.12,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.537145,-108.474239,44,13,26,12,2020,5,Other,2,0
kids_pets,151.02,Carlotta,California,40.507,-123.9743,1139,41.430035,-124.514778,69,22,28,12,2020,0,Salud,0,0
food_dining,25.7,Claremont,California,34.1092,-117.7183,35705,34.604211,-116.947788,63,3,7,1,2019,0,Other,0,0
gas_transport,73.43,Athena,Oregon,45.8289,-118.4971,1302,46.544202,-119.292294,44,8,25,12,2020,4,Other,3,0
grocery_pos,198.73,Burbank,Washington,46.1966,-118.9017,3684,46.702195,-118.642785,39,11,29,12,2020,1,Arte,5,0
home,50.37,Phoenix,Arizona,33.5623,-112.0559,1312922,33.999018,-111.883973,38,13,21,1,2019,0,Other,0,0
shopping_net,209.12,Laramie,Wyoming,41.4247,-105.4781,35371,42.29099,-105.33004,31,13,11,1,2019,4,Other,4,0
misc_net,1.19,Kent,Oregon,45.0838,-120.6649,60,44.774092,-121.190938,78,11,26,12,2020,5,Ejecutivos,5,0
shopping_pos,11.6,Thompson,Utah,38.9999,-109.615,46,38.559623,-109.951468,33,19,27,12,2020,6,Other,4,0
health_fitness,72.77,Independence,Missouri,39.1412,-94.3515,123373,39.369911,-94.215344,27,15,14,1,2019,0,Ingeniería y Técnicos,3,0
home,22.79,Manley,Nebraska,40.9207,-96.168,206,40.962399,-95.288209,52,20,3,1,2019,3,Ejecutivos,2,0
personal_care,11.23,Manville,Wyoming,42.73,-104.7024,241,43.668355,-105.571755,40,21,30,12,2020,2,Salud,2,0
grocery_net,97.45,Altonah,Utah,40.3207,-110.436,302,41.205542,-110.838219,29,11,8,1,2019,1,Other,0,0
home,102.59,Norwalk,California,33.9056,-118.0818,105549,33.674642,-117.514945,46,18,12,1,2019,5,Other,2,0
grocery_pos,51.83,Arvada,Colorado,39.8422,-105.1097,122111,38.931665,-104.610455,33,9,27,12,2020,6,Ejecutivos,5,0
grocery_pos,130.02,Red River,New Mexico,36.6659,-105.4694,606,36.60739,-104.822891,32,5,26,12,2020,5,Other,5,0
personal_care,73.1,Conway,Washington,48.34,-122.3456,85,48.882249,-122.86862,36,21,26,12,2020,5,Ejecutivos,0,0
shopping_net,337.79,Rock Springs,Wyoming,41.606,-109.23,27971,41.039721,-108.392157,36,17,28,12,2020,0,Salud,4,0
entertainment,1.82,Mound City,Missouri,40.1362,-95.2138,1631,40.022191,-95.750902,67,10,26,12,2020,5,Other,0,0
food_dining,10.09,Norwalk,California,33.9056,-118.0818,105549,34.067079,-118.226043,46,13,4,1,2019,4,Other,0,0
shopping_net,70.56,Llano,New Mexico,36.1486,-105.6648,247,36.220785,-105.05312,58,1,6,1,2019,6,Ingeniería y Técnicos,4,0
home,46.42,Corona,California,33.8419,-117.6043,233717,34.09366,-117.949526,53,14,14,1,2019,0,Other,0,0
grocery_net,37.59,Sutherland,Nebraska,41.1558,-101.136,1789,41.930872,-101.533045,38,4,31,12,2020,3,Other,0,0
personal_care,30.17,Kent,Oregon,45.0838,-120.6649,60,44.351382,-119.783813,77,16,8,1,2019,1,Ejecutivos,3,0
kids_pets,2.01,Sutherland,Nebraska,41.1558,-101.136,1789,40.312965,-101.664355,37,19,18,1,2019,4,Other,0,0
food_dining,56.42,Grenada,California,41.6125,-122.5258,589,41.519101,-122.576165,74,22,15,1,2019,1,Other,0,0
travel,6.8,Newberg,Oregon,45.3099,-122.9685,28278,44.411508,-123.509404,42,12,18,1,2019,4,Ingeniería y Técnicos,3,0
home,20.08,Utica,Missouri,39.7417,-93.6289,271,40.720491,-92.830549,47,18,15,1,2019,1,Other,0,0
shopping_pos,77.79,Parks,Arizona,35.2563,-111.95,759,34.457808,-111.86482,63,0,30,12,2020,2,Ingeniería y Técnicos,3,0
misc_pos,28.06,Kissee Mills,Missouri,36.6704,-93.0377,1201,35.974712,-92.944798,39,8,14,1,2019,0,Ingeniería y Técnicos,0,0
misc_pos,6.55,North Loup,Nebraska,41.4972,-98.7858,509,42.259484,-97.896385,39,13,21,1,2019,0,Salud,3,0
misc_pos,23.66,Laramie,Wyoming,41.4247,-105.4781,35371,41.346649,-106.147582,32,6,26,12,2020,5,Other,2,0
home,47.87,North Loup,Nebraska,41.4972,-98.7858,509,41.849355,-99.25726,40,20,28,12,2020,0,Salud,0,0
grocery_pos,76.01,Kirtland Afb,New Mexico,35.0203,-106.5503,310,35.747293,-107.297501,42,6,28,12,2020,0,Other,5,0
grocery_pos,98.84,Santa Monica,California,34.0287,-118.4924,92043,34.606818,-118.763664,58,5,8,1,2019,1,Ingeniería y Técnicos,5,0
misc_net,90.0,Lakeport,California,39.047,-122.9328,11256,38.875895,-122.346085,48,2,29,12,2020,1,Other,5,0
grocery_pos,107.85,Bay City,Oregon,45.5197,-123.8761,1530,45.744654,-124.745766,34,6,29,12,2020,1,Ingeniería y Técnicos,4,0
misc_net,8.03,Norwalk,California,33.9056,-118.0818,105549,33.256222,-118.712967,47,11,27,12,2020,6,Other,4,0
kids_pets,5.25,Fullerton,Nebraska,41.366,-98.0054,1749,41.49132,-97.924151,46,20,11,1,2019,4,Other,2,0
kids_pets,46.36,Vinton,California,40.0235,-120.7986,128,39.683926,-120.085842,53,14,19,1,2019,5,Administradores,0,0
kids_pets,52.97,Kissee Mills,Missouri,36.6704,-93.0377,1201,37.345302,-92.218777,40,21,31,12,2020,3,Ingeniería y Técnicos,2,0
misc_net,3.12,Sixes,Oregon,42.825,-124.4409,217,42.895792,-124.939631,91,9,16,1,2019,2,Other,4,0
misc_pos,2.78,Ashford,Washington,46.7531,-121.9898,759,47.131419,-122.907353,64,6,27,12,2020,6,Other,0,0
gas_transport,63.38,Colton,Washington,46.5901,-117.1692,761,46.868095,-116.347453,77,8,26,12,2020,5,Ejecutivos,2,0
home,44.11,Oakland,California,37.7878,-122.1884,381459,38.685906,-121.295995,45,19,3,1,2019,3,Other,0,0
food_dining,62.19,Centerview,Missouri,38.7897,-93.8702,2368,38.862207,-93.588373,31,22,24,12,2020,3,Ingeniería y Técnicos,0,0
grocery_net,53.33,Orient,Washington,48.8878,-118.2105,149,49.637347,-119.137623,41,1,17,1,2019,3,Educación,5,0
home,17.83,Brashear,Missouri,40.1959,-92.4333,805,41.162297,-91.574114,49,14,13,1,2019,6,Educación,2,0
food_dining,14.93,Mendon,Utah,41.71,-111.9817,2078,41.338465,-111.452792,57,19,24,12,2020,3,Ingeniería y Técnicos,2,0
shopping_net,130.74,Littleton,Colorado,39.5994,-105.0044,320420,38.800932,-105.036334,44,16,5,1,2019,5,Ingeniería y Técnicos,5,0
gas_transport,62.12,Utica,Missouri,39.7417,-93.6289,271,40.050714,-93.168434,48,8,26,12,2020,5,Other,0,0
misc_pos,79.81,Meredith,Colorado,39.3199,-106.6596,61,39.724258,-106.123624,81,3,25,12,2020,4,Ejecutivos,4,0
gas_transport,60.69,Manley,Nebraska,40.9207,-96.168,206,41.772791,-96.452356,52,8,19,1,2019,5,Ejecutivos,3,0
grocery_pos,97.11,Orient,Washington,48.8878,-118.2105,149,49.676804,-118.023333,42,5,26,12,2020,5,Educación,4,0
home,28.49,Manville,Wyoming,42.73,-104.7024,241,42.759155,-105.046471,40,21,24,12,2020,3,Salud,2,0
grocery_pos,240.84,Rock Springs,Wyoming,41.606,-109.23,27971,42.386031,-108.476397,36,0,27,12,2020,6,Salud,5,0
kids_pets,51.02,Greenview,California,41.5403,-122.9366,308,42.479852,-123.856699,61,17,12,1,2019,5,Ejecutivos,3,0
entertainment,128.82,Broomfield,Colorado,39.8854,-105.1139,92337,39.803243,-104.635981,53,7,26,12,2020,5,Ingeniería y Técnicos,0,0
gas_transport,102.25,Portland,Oregon,45.5303,-122.7033,841711,45.718042,-122.586796,57,6,28,12,2020,0,Ingeniería y Técnicos,4,0
shopping_net,5.41,Hatch,Utah,37.7175,-112.4777,258,37.084271,-113.361656,58,6,15,1,2019,1,Ingeniería y Técnicos,5,0
